"gender","age","membership_start","income","ave_spend","max_spend","tenure","recency","frequency","monetary_value","r_score","f_score","m_score","fm_string","fm_score","rfm_string","rfm_score","person_id"
"M",44,"2016-11-15",83000,19.53,33.93,618,654,5,97.63,"6","4","6","46",10,"646",16,"03676dc08a0a4899b0af5030bb6da6f5"
"M",40,"2017-09-10",56000,2.72,6.18,320,600,7,19.03,"3","6","2","62",8,"362",11,"036c34e6a32a463db11ebb398a8719b6"
"M",71,"2018-03-19",78000,24.85,24.85,129,456,1,24.85,"1","1","3","13",4,"113",5,"036e4bedca2045afad50fda2d3b505ab"
"M",62,"2018-05-06",43000,2.47,6.25,82,660,6,14.81,"6","5","2","52",7,"652",13,"036f1e5cca91478685c8cef24cc8b076"
"M",30,"2018-03-25",66000,1.16,2.23,123,360,3,3.47,"1","2","1","21",3,"121",4,"03716dbf46394867ba126ebe1ebc202e"
"M",50,"2014-01-07",65000,3.18,11.19,1661,684,13,41.37,"8","9","4","94",13,"894",21,"0375600415e24e0a9fd83ec191d5955d"
"F",60,"2017-12-06",77000,19.42,34.67,232,624,7,135.91,"4","6","7","67",13,"467",17,"037c3e0c1cd6477dbe15812a05619fc5"
"M",66,"2017-08-06",36000,9.19,57.61,355,630,10,91.87,"5","8","6","86",14,"586",19,"0383a12d3a2d4fbb86ec83bd0c25eead"
"F",61,"2017-09-26",61000,14.81,29.68,304,702,17,251.77,"9","10","10","1010",20,"91010",29,"03887756866f4ea9b74b7e1b83ffac44"
"M",55,"2015-06-23",58000,3.5,7.5,1130,708,11,38.46,"10","8","3","83",11,"1083",21,"038d32f25cff4833ab44c5123e42583a"
"M",57,"2017-10-03",60000,17.27,25.01,297,576,3,51.82,"3","2","4","24",6,"324",9,"0390715ee2a4443eac8582a5941d61a9"
"M",61,"2018-02-15",62000,4.71,6.23,161,564,4,18.84,"2","3","2","32",5,"232",7,"03922ce960124f4a8c4acd2a332ef296"
"M",82,"2018-07-26",32000,1.61,2.53,1,696,7,11.27,"9","6","1","61",7,"961",16,"039e0c539c2f4fc582423412a8bceb40"
"F",36,"2018-04-17",62000,4.36,7.18,101,678,6,26.14,"7","5","3","53",8,"753",15,"03a6837af25144b18936719d7afd5a58"
"M",58,"2017-04-30",79000,23.53,30.56,453,630,5,117.64,"5","4","7","47",11,"547",16,"03adb16f61e44e6594d6d8e38d0a3e64"
"F",69,"2016-04-26",94000,25.89,32.71,822,702,6,155.35,"9","5","8","58",13,"958",22,"03af4a51012e4a00809df85c9279e4e4"
"F",52,"2017-12-24",51000,1.06,1.07,214,480,2,2.12,"1","1","1","11",2,"111",3,"03b0358ba8d945b3ac283f25969a0cca"
"F",80,"2016-04-03",85000,23.05,30.55,845,618,7,161.33,"4","6","8","68",14,"468",18,"03b326a99f5345df8b4d21ed26bdb0da"
"M",81,"2018-02-14",63000,3.47,4.92,162,672,4,13.88,"7","3","2","32",5,"732",12,"03b810ec338c4a85b063449f40c7b9cc"
"M",56,"2016-10-19",52000,3.27,7.29,646,714,12,39.23,"10","8","3","83",11,"1083",21,"03bbce97de8240359c2706a4c9f537f2"
"M",46,"2016-04-09",31000,7.35,12.24,839,642,20,147.05,"5","10","8","108",18,"5108",23,"03c0b69b3db24c70bba1622bc8dd8459"
"F",55,"2017-04-20",89000,21.77,24.59,463,696,4,87.1,"9","3","6","36",9,"936",18,"03c23b2ec84f4c5296e99c939288bcd4"
"M",89,"2015-08-09",36000,2.19,9.79,1083,714,22,48.24,"10","10","4","104",14,"10104",24,"03cc530b458e4fb180c222777916e9b5"
"M",81,"2018-01-14",79000,19.29,36.85,193,696,9,173.65,"9","7","8","78",15,"978",24,"03cd7c3f955a4c47bd3caf4e9a2db37c"
"M",53,"2016-06-27",64000,4.07,9.91,760,636,12,48.83,"5","8","4","84",12,"584",17,"03deb7cf0ebd4c7889a8a9e44df1c50a"
"M",49,"2014-02-24",77000,20.53,34.1,1613,708,14,287.44,"10","9","10","910",19,"10910",29,"03e507f56bd34d3dacdecb5eb87111f7"
"F",32,"2018-03-12",69000,16.08,25.84,136,696,13,209.06,"9","9","9","99",18,"999",27,"03e67807671e4cb4bb34f2ebabc97d28"
"F",80,"2018-02-11",47000,3.74,7.42,165,444,7,26.19,"1","6","3","63",9,"163",10,"03e866224ec641c58bc93a69be00de9c"
"M",50,"2016-01-16",90000,24.26,40.25,922,672,8,194.09,"7","6","9","69",15,"769",22,"03ef53e2d3e1436eb3b2042a4825adec"
"M",65,"2017-11-18",71000,21.66,29.69,250,642,14,303.22,"5","9","10","910",19,"5910",24,"03f1ad04292f47b2b1299cc92f8f2a5d"
"M",22,"2018-06-16",64000,5.13,8.52,41,600,4,20.52,"3","3","2","32",5,"332",8,"03f75ac6db7a457dbd6086e6b86a4fd1"
"M",33,"2018-02-06",47000,1.82,3.41,170,660,7,12.74,"6","6","1","61",7,"661",13,"03fbbeecf81b468684b50dbe63ac4587"
"M",42,"2018-07-24",53000,14.45,26.01,3,696,4,57.81,"9","3","4","34",7,"934",16,"03fe8e9f855846c88fd01c4b7b147db7"
"F",58,"2018-07-21",47000,4.12,9.41,6,684,9,37.04,"8","7","3","73",10,"873",18,"03ff3cf4aec84162be697c28346bdd5a"
"M",65,"2017-12-17",88000,20.62,35.03,221,690,7,144.32,"8","6","7","67",13,"867",21,"040704e99ab84cd08977858fab9b9276"
"M",32,"2017-09-25",39000,24.91,90.53,305,396,4,99.62,"1","3","6","36",9,"136",10,"0409252539634eca8a8d1b5407caa582"
"M",75,"2015-10-06",81000,21.4,28.85,1025,678,3,64.2,"7","2","5","25",7,"725",14,"0409df7f3af74e8c813d975fbd4ceb02"
"F",63,"2017-11-03",112000,28.12,33,265,696,3,84.37,"9","2","5","25",7,"925",16,"040b2e6d3e914d609f6764b34b5a3a88"
"M",47,"2018-01-15",44000,3.96,8.92,192,690,7,27.73,"8","6","3","63",9,"863",17,"0414fcebbd7f4a19bca352622b1c84e2"
"M",29,"2013-12-14",64000,4.28,12.14,1685,714,17,72.78,"10","10","5","105",15,"10105",25,"04189492f0aa46f2b6fefe34ffbc7062"
"F",57,"2017-06-16",88000,23.24,35.47,406,642,6,139.41,"5","5","7","57",12,"557",17,"041967ceb80841ddbd306958d4f744ac"
"M",77,"2014-10-11",66000,3.35,10.51,1385,702,26,87.13,"9","10","6","106",16,"9106",25,"041fd7c6b796430a867c4e03d2ff8f4d"
"M",41,"2017-11-02",56000,13.71,15.96,266,702,3,41.13,"9","2","4","24",6,"924",15,"042d7ab61d1143fe9230bcb1af34aa5a"
"F",60,"2017-09-06",30000,3.06,7.05,324,630,4,12.23,"5","3","1","31",4,"531",9,"04326bc8a2e94fe09557d30388647e52"
"M",47,"2015-10-18",38000,10.78,113.89,1013,678,14,150.92,"7","9","8","98",17,"798",24,"04362cece3104f4ebcb3d49ef0bc7e9c"
"F",39,"2017-10-04",94000,28.48,31.11,296,342,2,56.95,"1","1","4","14",5,"114",6,"043702ae29bc426e9f65ef7beb6cd08a"
"M",73,"2017-10-05",77000,0,0,295,0,0,0,"1","1","1","11",2,"111",3,"043b6b6be98c412d901f7f376e0548d0"
"F",70,"2017-11-29",72000,18.71,35.29,239,630,19,355.49,"5","10","10","1010",20,"51010",25,"043bcfeacb874bbc837300701ce25870"
"M",52,"2015-10-24",119000,23.05,29.89,1007,648,6,138.29,"6","5","7","57",12,"657",18,"04452c214f5f401bb1418313c1526cbb"
"M",65,"2018-04-22",52000,0,0,96,0,0,0,"1","1","1","11",2,"111",3,"044a7e5bbe7f4c66a898ad1dc4bc0049"
"M",63,"2017-07-29",36000,2.03,6.27,363,708,6,12.16,"10","5","1","51",6,"1051",16,"044f41cfd98940119477d73c81f973a3"
"F",18,"2015-10-30",62000,17.38,31.2,1000,708,8,139.04,"10","6","7","67",13,"1067",23,"0454292436bd4cee98e8ec873e30433e"
"F",41,"2018-01-26",53000,15.95,17.61,181,612,2,31.9,"4","1","3","13",4,"413",8,"0456cf6870f849cc9e1ac5ea9e02dccd"
"F",73,"2015-11-28",74000,18.03,26.87,971,636,5,90.17,"5","4","6","46",10,"546",15,"04698a1182a24807ad4c36f12b67c5ef"
"M",50,"2017-01-18",30000,7.39,12.5,554,684,7,51.75,"8","6","4","64",10,"864",18,"046a2f9c32c14e7e9ad508f811ebfa2e"
"M",66,"2015-02-04",72000,3.88,7.1,1268,714,9,34.91,"10","7","3","73",10,"1073",20,"0471fe94846d40e9b5bc8ec77293720c"
"M",42,"2018-07-15",30000,3.87,9.29,12,714,6,23.22,"10","5","2","52",7,"1052",17,"047a2de0c17849c89d04248c357cab52"
"F",101,"2017-03-09",59000,17.16,22.85,504,648,10,171.55,"6","8","8","88",16,"688",22,"047ad0135cfe4c0ea5ba019da4de9c52"
"M",58,"2018-06-10",51000,1.02,2.5,47,690,9,9.18,"8","7","1","71",8,"871",16,"047db31ef98140149f97667abee20860"
"M",71,"2018-02-27",45000,0,0,149,0,0,0,"1","1","1","11",2,"111",3,"04837bcb97e241769a747cd71c50fe2f"
"O",47,"2018-04-23",51000,15.23,15.23,95,456,1,15.23,"1","1","2","12",3,"112",4,"048bf07732684843b6334f8f157af033"
"F",71,"2016-02-10",36000,8.88,16.88,897,690,17,150.91,"8","10","8","108",18,"8108",26,"0494aa6671414fab9837fa3cd45e72bc"
"M",58,"2017-12-16",60000,16.99,32.48,222,558,14,237.84,"2","9","9","99",18,"299",20,"04a19ef08c9c4648a587d64ff72bf6df"
"M",46,"2017-11-01",1e+05,30.14,30.36,267,636,2,60.28,"5","1","4","14",5,"514",10,"04aa84f9a46a4920b70386c3fe60165d"
"M",21,"2013-12-03",70000,8.84,103.66,1696,666,19,167.88,"7","10","8","108",18,"7108",25,"04bd9be0d1374492800aca71e512ed51"
"M",59,"2017-10-30",45000,2.76,4.17,269,636,6,16.58,"5","5","2","52",7,"552",12,"04c143b7068e4c32995e1031173bea43"
"F",74,"2016-05-03",77000,26.65,41.03,815,594,6,159.88,"3","5","8","58",13,"358",16,"04c3b99e274c40b4898ed7653e09cb62"
"M",62,"2017-08-02",54000,16.41,17.68,359,474,2,32.82,"1","1","3","13",4,"113",5,"04c4f933a8864cccbd4560e090355657"
"M",67,"2017-08-02",99000,29.76,33.44,359,564,3,89.28,"2","2","6","26",8,"226",10,"04c66db4925042a5bb103fec87225370"
"F",36,"2016-01-27",58000,14.69,18.54,911,702,9,132.19,"9","7","7","77",14,"977",23,"04ca4f4a66934cec9d3bbd8833572cf7"
"M",32,"2015-02-13",57000,2.87,6.19,1259,624,10,28.66,"4","8","3","83",11,"483",15,"04ca68b26ef14fbc96eb01ab1f2d1fc2"
"M",72,"2018-06-09",53000,14.42,18.03,48,582,4,57.68,"3","3","4","34",7,"334",10,"04cb9d0033f142efa2a367f4ef273460"
"F",59,"2016-06-05",49000,13.51,22.57,782,570,8,108.09,"3","6","6","66",12,"366",15,"04cfc7c495c1419f9a316c2a9876af97"
"F",88,"2016-05-06",33000,5.49,11.43,812,684,8,43.93,"8","6","4","64",10,"864",18,"04dc393b52714269877cf4ceda3f78f8"
"F",74,"2016-11-03",57000,14.92,24.17,630,648,14,208.86,"6","9","9","99",18,"699",24,"04dc7c54fc8147069875a5def52d711e"
"M",32,"2016-10-15",46000,13.34,25.56,650,702,19,253.54,"9","10","10","1010",20,"91010",29,"04e0842b079c4113a759aa6e09ea17ed"
"M",54,"2017-12-10",65000,13.89,18.24,228,600,13,180.59,"3","9","8","98",17,"398",20,"04e0eff0b4704fc291bbe1275f01fb7a"
"M",57,"2014-01-10",93000,23.32,31.42,1658,630,6,139.91,"5","5","7","57",12,"557",17,"04e34b1c5fe64fbcb76bfe47ebbbf015"
"F",59,"2017-06-03",54000,16.94,22.65,419,606,8,135.5,"4","6","7","67",13,"467",17,"04e39b3e8fc449cfbcafd7dba2429f1c"
"O",67,"2017-06-12",58000,13.53,29.23,410,660,16,216.49,"6","10","9","109",19,"6109",25,"04e4f53f9be74c09a9751838010386e5"
"M",93,"2017-09-04",35000,8.51,15.96,326,630,11,93.56,"5","8","6","86",14,"586",19,"04e5255c9e754c66b83c06ec70f62203"
"F",86,"2015-09-30",74000,21.02,21.02,1031,510,1,21.02,"2","1","2","12",3,"212",5,"04ea45ec66574a618b0918834ee08fed"
"M",65,"2018-03-10",42000,2.58,6.41,138,630,6,15.46,"5","5","2","52",7,"552",12,"04ec49d81d154a70b3f0d5f280da3756"
"F",57,"2016-08-26",73000,122.01,628.41,700,678,6,732.08,"7","5","10","510",15,"7510",22,"04f1f44632cd409cace939fa62b5fc7a"
"M",75,"2014-07-12",84000,20.22,29.99,1476,624,14,283.03,"4","9","10","910",19,"4910",23,"04f2e86f182d4fc4b7b1a1858c280a38"
"M",37,"2018-03-13",46000,2,3.93,135,570,3,6,"3","2","1","21",3,"321",6,"04f59344d54947ed8aa82c25effc9487"
"M",52,"2018-04-17",64000,3.43,9.93,101,660,5,17.17,"6","4","2","42",6,"642",12,"04fa747cd2d841bcaf08f0a64e82bbef"
"F",67,"2018-06-07",116000,30.14,48.24,50,714,6,180.86,"10","5","8","58",13,"1058",23,"04fad15f96d446f483823ad08857e752"
"F",46,"2017-09-28",78000,14.44,22.51,302,612,6,86.64,"4","5","5","55",10,"455",14,"04fb6b47e11640139f3ef5d74d7a79a1"
"F",20,"2017-10-11",46000,9.75,13.66,289,570,6,58.52,"3","5","4","54",9,"354",12,"04fcbc5e1faf4b7bba20116ecb30ca17"
"M",72,"2017-11-04",91000,25.89,37.98,264,702,5,129.44,"9","4","7","47",11,"947",20,"05018c82b3d241328a5b0558dada3286"
"M",28,"2015-05-30",62000,2.34,5.21,1154,648,10,23.4,"6","8","2","82",10,"682",16,"05037de294c540d3ba92aa627b992066"
"M",60,"2018-04-24",45000,2.67,6.7,94,660,4,10.67,"6","3","1","31",4,"631",10,"050a57f4d675402ba1a06c8c49a4a200"
"M",51,"2017-02-19",67000,8.6,111.23,522,714,22,189.28,"10","10","9","109",19,"10109",29,"050cdb2d5b4b4bb3b1c612e17e0e8c1b"
"M",27,"2014-04-15",33000,3.05,10.15,1564,612,17,51.82,"4","10","4","104",14,"4104",18,"051006a0cddf40e0a973d9317c032086"
"M",22,"2016-02-26",31000,7.76,12.82,881,594,10,77.56,"3","8","5","85",13,"385",16,"051066a2c1284e23a1e3a2cc1389f23f"
"M",50,"2018-06-06",37000,1.57,2.25,51,618,5,7.87,"4","4","1","41",5,"441",9,"0514e61ffb1c4b52b8f0bf5ed2a348c7"
"F",45,"2017-08-23",40000,11.83,19.52,338,612,7,82.8,"4","6","5","65",11,"465",15,"0517e2aca44d4327875c3bb8478e492e"
"F",54,"2017-02-26",108000,29.39,38.69,515,630,9,264.49,"5","7","10","710",17,"5710",22,"051b92f5a9f94328a8721e86905c1d3d"
"M",76,"2016-07-05",69000,16.99,25.8,752,714,19,322.75,"10","10","10","1010",20,"101010",30,"051e221bbd75481c8d935f6adcee2edc"
"M",62,"2017-04-30",63000,3.95,18.37,453,636,19,75.04,"5","10","5","105",15,"5105",20,"05298f5390c7417c8dbbcbef9f081800"
"F",69,"2018-01-18",67000,15.66,20.35,189,696,12,187.97,"9","8","9","89",17,"989",26,"052f1e4cb527405facdb09a0b7e70861"
"M",61,"2018-06-20",65000,3.19,7.48,37,690,9,28.67,"8","7","3","73",10,"873",18,"05313b089485492aa50683d7f00fcbdd"
"F",32,"2015-12-17",61000,15.06,24.93,952,654,13,195.77,"6","9","9","99",18,"699",24,"0537e8df8a5a418ab1fd28c2063ad6f8"
"F",25,"2017-09-23",63000,15.16,19.95,307,666,11,166.72,"7","8","8","88",16,"788",23,"0538071eb35247af8c2816ec75a3c87c"
"F",78,"2013-08-24",36000,2.25,4.6,1798,690,14,31.47,"8","9","3","93",12,"893",20,"053ba80f39aa4e4394ecf2d64d8ca85f"
"F",48,"2017-08-02",34000,2.03,3.71,359,600,4,8.13,"3","3","1","31",4,"331",7,"053de26a38684d628b83fef38eae0c69"
"M",66,"2018-03-06",65000,3.42,6.85,142,564,5,17.12,"2","4","2","42",6,"242",8,"054244238c794ca380a197a21b2fd6e6"
"F",64,"2016-05-07",61000,15.41,27.95,811,582,12,184.96,"3","8","9","89",17,"389",20,"054a387e28fb4939abfe484ea801ff3f"
"M",55,"2016-11-26",64000,16.66,26.61,607,648,8,133.25,"6","6","7","67",13,"667",19,"054cfa16ec4a4757a41b1a4d0fb8add7"
"M",49,"2017-11-23",106000,21.6,29.62,245,678,3,64.79,"7","2","5","25",7,"725",14,"0552370c278345298835cc70e616c96c"
"F",84,"2016-08-28",73000,20.41,35.98,698,618,5,102.04,"4","4","6","46",10,"446",14,"0555eeabf1284cfd85c306caf9360d05"
"F",39,"2016-11-24",38000,9.27,14.58,609,690,23,213.23,"8","10","9","109",19,"8109",27,"055640cd12d04eb4b8a51ec67d451fc7"
"F",63,"2018-07-07",70000,18.94,19.79,20,666,3,56.83,"7","2","4","24",6,"724",13,"055a06b9a6ad42fcaa1fe7706b5e21aa"
"M",64,"2014-03-28",59000,3.19,7.41,1581,642,16,51.1,"5","10","4","104",14,"5104",19,"055eab487b874f38b65f3edf31b5eb41"
"M",56,"2015-09-20",38000,2.6,7.84,1041,636,14,36.34,"5","9","3","93",12,"593",17,"055fe39c422643d89a93cf05cf610b2e"
"F",57,"2018-02-08",31000,28.93,186,168,678,8,231.46,"7","6","9","69",15,"769",22,"0561e602225b441aac45ff6e5bb74037"
"M",37,"2018-01-22",57000,3.68,8.22,185,690,14,51.47,"8","9","4","94",13,"894",21,"056495e7cd754a6c81b25d4ae5ca5e02"
"M",75,"2015-12-23",86000,23.93,29.16,946,540,4,95.74,"2","3","6","36",9,"236",11,"0565285a6b374513b887f9a6af7fa5bb"
"M",51,"2017-03-17",97000,21.64,28.52,496,702,6,129.85,"9","5","7","57",12,"957",21,"05703c17280649238ea5005898dc7076"
"F",49,"2017-09-05",78000,20.83,24.65,325,654,3,62.5,"6","2","5","25",7,"625",13,"0578d2389a8f4e4a81f4d2648b85293e"
"F",54,"2016-09-30",74000,17.21,22.35,665,528,7,120.44,"2","6","7","67",13,"267",15,"057f6741e0e0438e827cc0b18c601160"
"F",65,"2017-10-29",120000,30.08,37.91,271,684,3,90.23,"8","2","6","26",8,"826",16,"0580b842b328497ea4bd463af56c17e2"
"F",42,"2018-05-29",84000,21.45,25.16,59,588,5,107.23,"3","4","6","46",10,"346",13,"0581b31e87c64c92a64e1eb91bca5dc7"
"F",70,"2018-07-06",91000,28.79,33.67,21,618,2,57.58,"4","1","4","14",5,"414",9,"058406afd91541fbae0060827c0ac156"
"F",78,"2016-06-20",110000,25.41,30.9,767,702,7,177.87,"9","6","8","68",14,"968",23,"0585b57db9514fc786b29008e693a49d"
"F",58,"2018-06-15",55000,5.48,12.29,42,606,7,38.37,"4","6","3","63",9,"463",13,"05894078f0a84797a81049d3c3f04402"
"M",72,"2017-10-15",40000,2.8,8.37,285,660,12,33.57,"6","8","3","83",11,"683",17,"058b4e5020734ba7b48b0b43119bab0f"
"M",51,"2018-06-07",34000,2.07,5,50,690,6,12.4,"8","5","1","51",6,"851",14,"058e689c3b554eaf868897c8cef80c82"
"F",63,"2016-07-23",95000,23.22,53.4,734,654,11,255.41,"6","8","10","810",18,"6810",24,"058e76ac9080489993e6adfbb943fd8d"
"F",71,"2017-07-16",50000,13.85,28.11,376,624,13,180.07,"4","9","8","98",17,"498",21,"059de3bbf78b497fa190ecbc20d26521"
"F",28,"2017-11-05",43000,2.2,3.69,263,714,5,10.99,"10","4","1","41",5,"1041",15,"059df2ccba4a442eb5537fbd8519569b"
"F",59,"2018-05-01",81000,20.8,29.75,87,678,4,83.21,"7","3","5","35",8,"735",15,"05a009c95e8d477cbed5c1661343bbb9"
"F",55,"2016-12-30",41000,2.42,8.04,573,696,15,36.29,"9","9","3","93",12,"993",21,"05a490c5df01453fb33e6ddd7e1744be"
"F",50,"2017-09-02",102000,26.79,36.98,328,660,6,160.77,"6","5","8","58",13,"658",19,"05a4da5c46034e42abb4495507d293bd"
"F",40,"2017-03-28",78000,18.98,29.15,486,666,8,151.88,"7","6","8","68",14,"768",21,"05a4f70725804ceab1daa9dc73734827"
"M",28,"2015-02-07",71000,2.86,6.02,1265,660,12,34.28,"6","8","3","83",11,"683",17,"05aca359cfb04309a05362db256954ae"
"M",57,"2017-08-06",33000,3.73,6.9,355,480,3,11.18,"1","2","1","21",3,"121",4,"05ad6da25fcf4ea483562a4233cc345f"
"M",43,"2015-02-10",52000,3.24,9.64,1262,642,17,55.12,"5","10","4","104",14,"5104",19,"05b0cd60c07e4ffdb1829da2010b55ee"
"M",57,"2016-06-18",111000,29.99,32.92,769,624,3,89.97,"4","2","6","26",8,"426",12,"05b1e22c61c849c4bddd497795f2ac37"
"F",85,"2016-06-23",90000,19.1,28.44,764,696,4,76.4,"9","3","5","35",8,"935",17,"05bbe7decb6d43b684221df448979612"
"F",70,"2015-07-29",105000,127.66,919.16,1094,540,9,1148.92,"2","7","10","710",17,"2710",19,"05bedc6bbcc64a41b1745f6efe00776d"
"F",53,"2015-12-14",83000,27.19,31.91,955,630,6,163.15,"5","5","8","58",13,"558",18,"05beec1cbeb8481d9bfb5844343ba374"
"F",78,"2017-07-08",42000,2.87,7.3,384,714,11,31.58,"10","8","3","83",11,"1083",21,"05c001b0be8a436dba8f7fdb7ac9273b"
"F",80,"2017-01-16",116000,79.28,693.68,556,564,13,1030.6,"2","9","10","910",19,"2910",21,"05c64ce569db467a939173b41889a77a"
"M",62,"2017-12-08",70000,15.1,22.9,230,672,7,105.7,"7","6","6","66",12,"766",19,"05dedca5b2034055a64979a2c28b3477"
"M",75,"2016-04-25",98000,26.73,34.36,823,690,14,374.26,"8","9","10","910",19,"8910",27,"05e14ffbb5234affb70068da5fafbb25"
"M",24,"2015-11-23",65000,3.54,7.04,976,672,17,60.18,"7","10","4","104",14,"7104",21,"05e3b4ecea3b45adb9734a2793eeb26f"
"M",68,"2017-11-26",38000,1.85,3.41,242,660,8,14.84,"6","6","2","62",8,"662",14,"05e42f14818d4e82911557052b334e05"
"O",84,"2016-01-09",51000,11.95,21.61,929,654,9,107.51,"6","7","6","76",13,"676",19,"05e6bcb70fe14e0da4730527ca35a4ae"
"F",40,"2017-12-22",71000,24.67,30.93,216,366,2,49.34,"1","1","4","14",5,"114",6,"05e96e45ce6045edbf84b14a6b557a18"
"F",62,"2015-11-03",111000,26.71,36.23,996,486,5,133.53,"1","4","7","47",11,"147",12,"05ea8d8a95eb4b209a6e048878470df1"
"F",57,"2015-12-29",78000,25.09,34.5,940,534,4,100.34,"2","3","6","36",9,"236",11,"05f33951bb1047f2a5b277d84c675cab"
"F",36,"2018-01-17",47000,11.11,17.64,190,696,7,77.74,"9","6","5","65",11,"965",20,"05f4d69f73024172a23a350e611166b4"
"F",58,"2017-04-13",68000,18.7,25,470,660,12,224.45,"6","8","9","89",17,"689",23,"05fc000adcf544ed9a726f45adac5896"
"M",64,"2017-11-21",79000,16.88,26.96,247,672,11,185.72,"7","8","9","89",17,"789",24,"05fc9b1280454d84a712d8cb763c7c79"
"M",78,"2016-01-19",77000,18.27,30.64,919,714,10,182.67,"10","8","9","89",17,"1089",27,"0607b32041f94d65a07835fc9a13416a"
"M",55,"2015-11-25",1e+05,25.98,37.42,974,678,10,259.8,"7","8","10","810",18,"7810",25,"060f8becdb7543ed82d9ef1afd10e274"
"F",55,"2017-07-15",112000,25.67,32.28,377,528,3,77.01,"2","2","5","25",7,"225",9,"0610b486422d4921ae7d2bf64640c50b"
"F",47,"2016-12-10",59000,17.15,28.87,593,696,7,120.02,"9","6","7","67",13,"967",22,"06131d1c0a154320bd9b24af9f51f76d"
"F",21,"2018-01-23",46000,3.6,9.73,184,714,19,68.37,"10","10","5","105",15,"10105",25,"06186260c2554978a92be071e4fe3c79"
"M",57,"2016-06-28",67000,16.61,22.07,759,600,3,49.83,"3","2","4","24",6,"324",9,"061afeca89524537b960b57b0a609533"
"F",35,"2017-08-11",60000,17.15,29.32,350,672,15,257.21,"7","9","10","910",19,"7910",26,"061e7367906a4d0087b8e8f2f92a313e"
"F",64,"2018-07-22",66000,3.46,5.37,5,624,5,17.29,"4","4","2","42",6,"442",10,"0622afdf88de4cb4b0b59f08312c344c"
"F",66,"2017-02-15",110000,24.55,33.18,526,660,7,171.84,"6","6","8","68",14,"668",20,"062964a129f64110a3919595cd731141"
"M",51,"2015-10-17",66000,4.61,10.35,1014,696,11,50.73,"9","8","4","84",12,"984",21,"062bebd7d15a422aacfbe41412c1bbd5"
"M",54,"2014-06-26",37000,2.94,10.37,1492,714,20,58.82,"10","10","4","104",14,"10104",24,"062d468f10ff4489822fbdd647e57398"
"M",52,"2017-12-12",72000,23.59,38.91,226,600,5,117.94,"3","4","7","47",11,"347",14,"0632e74a24484c819d06eb086298c406"
"F",67,"2016-09-10",111000,27.94,38.2,685,618,8,223.52,"4","6","9","69",15,"469",19,"06476b6b8d2a46a4a6a010ad0bb41698"
"M",48,"2018-02-07",47000,10.84,16.13,169,636,7,75.89,"5","6","5","65",11,"565",16,"0647d8018845486094ce99b6ca99eb6c"
"F",73,"2017-11-10",48000,4.1,11.87,258,492,6,24.59,"1","5","3","53",8,"153",9,"064c75dd2f664b5f9c1daa3d588d3073"
"M",44,"2018-07-05",72000,2.83,3.69,22,684,2,5.65,"8","1","1","11",2,"811",10,"064fd993498c4d628348de2085e9d569"
"F",66,"2016-07-24",113000,28.69,38.74,733,576,5,143.47,"3","4","7","47",11,"347",14,"0650c7a4df92429f8b695a4b646aa195"
"F",81,"2015-02-24",89000,22.62,32.33,1248,618,10,226.19,"4","8","9","89",17,"489",21,"0651e2ab376f4608886a5b4a310944fc"
"F",77,"2017-06-04",56000,14.66,20.21,418,660,11,161.25,"6","8","8","88",16,"688",22,"0653f4c3e0524329896a2cbb7a423090"
"M",46,"2015-10-26",56000,15.41,26.96,1004,552,9,138.7,"2","7","7","77",14,"277",16,"065467da18c743a7b8a87c9fd2d536d9"
"F",45,"2017-01-27",62000,15.31,27.39,545,684,12,183.68,"8","8","9","89",17,"889",25,"06546973bb7942f9bac814496d70678c"
"F",38,"2015-02-18",69000,4.42,11.08,1254,600,16,70.79,"3","10","5","105",15,"3105",18,"06609f295aba4e42abdaf07c2f758303"
"F",60,"2018-04-10",71000,16.28,18.64,108,570,4,65.11,"3","3","5","35",8,"335",11,"066146d1b92b4bd88ca2e7e0729bce5c"
"M",73,"2016-08-07",57000,2.34,4.47,719,684,17,39.79,"8","10","3","103",13,"8103",21,"06647904f5c84f299ec20efa1cf923f4"
"M",51,"2016-03-03",55000,13.81,18.94,875,666,9,124.25,"7","7","7","77",14,"777",21,"066eb63659fa4f63b80eb829237dfbc4"
"F",39,"2017-07-27",60000,3.05,7.41,365,684,9,27.43,"8","7","3","73",10,"873",18,"0671319b6dde4602abbab1278752768d"
"M",82,"2018-02-15",96000,24.62,27.7,161,570,5,123.08,"3","4","7","47",11,"347",14,"0673e9690e874b7b842da2be63d2de84"
"M",39,"2016-04-30",32000,1.69,8.28,818,648,18,30.51,"6","10","3","103",13,"6103",19,"0679b66105224a0c960efdb95f19ee1d"
"F",64,"2018-06-24",33000,2.73,5.48,33,648,6,16.38,"6","5","2","52",7,"652",13,"067d00749d234d72946b07f1f472fcba"
"F",70,"2017-08-05",90000,20.75,29.62,356,660,6,124.5,"6","5","7","57",12,"657",18,"067d163ebd2748cf954bd1ccc4cfa4af"
"M",71,"2017-08-20",43000,3.12,5.4,341,468,5,15.61,"1","4","2","42",6,"142",7,"067ee299952e49328b06da73e2ba1965"
"M",21,"2014-01-25",65000,3.79,9.66,1643,582,11,41.71,"3","8","4","84",12,"384",15,"0681388282b14555ac390bef6c526ed7"
